Bucati,Lungime,Latime,Orientabila,Eticheta,L1,L2,l1,l2
1,1000,600,0,j1.jos,1,,1,1
1,632,600,0,j1.lat,1,,,
1,632,600,0,j1.lat,1,,,
1,962,100,0,j1.leg1,1,1,,
1,962,100,0,j1.leg2,1,1,,
1,964,100,0,j1.leg,1,,,
1,600,700,0,r1.jos,1,,1,1
1,1832,700,0,r1.lat,1,,,
1,1832,700,0,r1.lat,1,,,
1,564,699,0,r1.sus,1,,,
1,564,680,0,r1.pol,2,,,
1,564,680,0,r1.pol,2,,,
1,564,680,0,r1.pol,2,,,
1,564,680,0,r1.pol,2,,,
1,564,680,0,r1.pol,2,,,
1,564,680,0,r1.pol,2,,,
1,564,680,0,r1.pol,2,,,
