Bucati,Lungime,Latime,Orientabila,Eticheta,L1,L2,l1,l2
1,450,100,0,t6.plinta,0,0,1,0
1,480,478,0,t6.sep.h,1,0,0,0
1,480,478,0,t6.sep.h,1,0,0,0
1,1464,498,0,t6.sep.v,1,0,0,0
1,1464,498,0,t6.sep.v,1,0,0,0
1,1368,496,0,t6.sep.h,1,0,0,0
1,335,370,0,pol_kalax,1,0,0,0
1,335,370,0,pol_kalax,1,0,0,0
1,500,1200,0,usa_med,1,1,1,1
