Length;Width;Qty;Label;Enabled
450;100;1;t6.plinta;TRUE
480;478;1;t6.sep.h;TRUE
480;478;1;t6.sep.h;TRUE
1464;498;1;t6.sep.v;TRUE
1464;498;1;t6.sep.v;TRUE
1368;496;1;t6.sep.h;TRUE
335;370;1;pol_kalax;TRUE
335;370;1;pol_kalax;TRUE
500;1200;1;usa_med;TRUE
